Notes,Year,Year Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,2008,2008,"Portage County, WI",55097,Other and unspecified narcotics,T40.6,Suppressed,60140,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Opium,T40.0,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Heroin,T40.1,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Other opioids,T40.2,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Methadone,T40.3,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Other synthetic narcotics,T40.4,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Price County, WI",55099,Other and unspecified narcotics,T40.6,Suppressed,12698,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Racine County, WI",55101,Opium,T40.0,Suppressed,162898,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Racine County, WI",55101,Heroin,T40.1,Suppressed,162898,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Racine County, WI",55101,Other opioids,T40.2,Suppressed,162898,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Racine County, WI",55101,Methadone,T40.3,10,162898,Unreliable,2.94,11.29,1.94,0.09%
,2008,2008,"Racine County, WI",55101,Other synthetic narcotics,T40.4,Suppressed,162898,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Racine County, WI",55101,Other and unspecified narcotics,T40.6,Suppressed,162898,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Opium,T40.0,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Heroin,T40.1,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Other opioids,T40.2,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Methadone,T40.3,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Other synthetic narcotics,T40.4,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Richland County, WI",55103,Other and unspecified narcotics,T40.6,Suppressed,15435,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Opium,T40.0,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Heroin,T40.1,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Other opioids,T40.2,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Methadone,T40.3,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Other synthetic narcotics,T40.4,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rock County, WI",55105,Other and unspecified narcotics,T40.6,Suppressed,134204,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Opium,T40.0,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Heroin,T40.1,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Other opioids,T40.2,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Methadone,T40.3,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Other synthetic narcotics,T40.4,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Rusk County, WI",55107,Other and unspecified narcotics,T40.6,Suppressed,12770,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Opium,T40.0,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Heroin,T40.1,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Other opioids,T40.2,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Methadone,T40.3,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Other synthetic narcotics,T40.4,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"St. Croix County, WI",55109,Other and unspecified narcotics,T40.6,Suppressed,67797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Opium,T40.0,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Heroin,T40.1,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Other opioids,T40.2,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Methadone,T40.3,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Other synthetic narcotics,T40.4,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sauk County, WI",55111,Other and unspecified narcotics,T40.6,Suppressed,51706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Opium,T40.0,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Heroin,T40.1,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Other opioids,T40.2,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Methadone,T40.3,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Other synthetic narcotics,T40.4,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sawyer County, WI",55113,Other and unspecified narcotics,T40.6,Suppressed,14412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Opium,T40.0,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Heroin,T40.1,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Other opioids,T40.2,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Methadone,T40.3,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Other synthetic narcotics,T40.4,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Shawano County, WI",55115,Other and unspecified narcotics,T40.6,Suppressed,35738,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Opium,T40.0,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Heroin,T40.1,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Other opioids,T40.2,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Methadone,T40.3,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Other synthetic narcotics,T40.4,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Sheboygan County, WI",55117,Other and unspecified narcotics,T40.6,Suppressed,97578,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Opium,T40.0,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Heroin,T40.1,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Other opioids,T40.2,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Methadone,T40.3,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Other synthetic narcotics,T40.4,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Taylor County, WI",55119,Other and unspecified narcotics,T40.6,Suppressed,17305,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Opium,T40.0,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Heroin,T40.1,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Other opioids,T40.2,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Methadone,T40.3,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Other synthetic narcotics,T40.4,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Trempealeau County, WI",55121,Other and unspecified narcotics,T40.6,Suppressed,23963,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Opium,T40.0,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Heroin,T40.1,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Other opioids,T40.2,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Methadone,T40.3,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Other synthetic narcotics,T40.4,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vernon County, WI",55123,Other and unspecified narcotics,T40.6,Suppressed,24384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Opium,T40.0,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Heroin,T40.1,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Other opioids,T40.2,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Methadone,T40.3,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Other synthetic narcotics,T40.4,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Vilas County, WI",55125,Other and unspecified narcotics,T40.6,Suppressed,19396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Opium,T40.0,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Heroin,T40.1,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Other opioids,T40.2,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Methadone,T40.3,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Other synthetic narcotics,T40.4,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Walworth County, WI",55127,Other and unspecified narcotics,T40.6,Suppressed,86089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Opium,T40.0,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Heroin,T40.1,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Other opioids,T40.2,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Methadone,T40.3,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Other synthetic narcotics,T40.4,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washburn County, WI",55129,Other and unspecified narcotics,T40.6,Suppressed,13858,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Opium,T40.0,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Heroin,T40.1,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Other opioids,T40.2,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Methadone,T40.3,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Other synthetic narcotics,T40.4,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Washington County, WI",55131,Other and unspecified narcotics,T40.6,Suppressed,109706,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Opium,T40.0,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Heroin,T40.1,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Other opioids,T40.2,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Methadone,T40.3,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Other synthetic narcotics,T40.4,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waukesha County, WI",55133,Other and unspecified narcotics,T40.6,Suppressed,327355,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Opium,T40.0,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Heroin,T40.1,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Other opioids,T40.2,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Methadone,T40.3,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Other synthetic narcotics,T40.4,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waupaca County, WI",55135,Other and unspecified narcotics,T40.6,Suppressed,44993,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Opium,T40.0,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Heroin,T40.1,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Other opioids,T40.2,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Methadone,T40.3,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Other synthetic narcotics,T40.4,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Waushara County, WI",55137,Other and unspecified narcotics,T40.6,Suppressed,21664,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Opium,T40.0,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Heroin,T40.1,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Other opioids,T40.2,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Methadone,T40.3,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Other synthetic narcotics,T40.4,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Winnebago County, WI",55139,Other and unspecified narcotics,T40.6,Suppressed,141264,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Opium,T40.0,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Heroin,T40.1,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Other opioids,T40.2,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Methadone,T40.3,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Other synthetic narcotics,T40.4,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2008,2008,"Wood County, WI",55141,Other and unspecified narcotics,T40.6,Suppressed,63639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Opium,T40.0,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Heroin,T40.1,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Other opioids,T40.2,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Methadone,T40.3,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Other synthetic narcotics,T40.4,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Adams County, WI",55001,Other and unspecified narcotics,T40.6,Suppressed,18750,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Opium,T40.0,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Heroin,T40.1,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Other opioids,T40.2,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Methadone,T40.3,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Other synthetic narcotics,T40.4,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Ashland County, WI",55003,Other and unspecified narcotics,T40.6,Suppressed,13729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Opium,T40.0,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Heroin,T40.1,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Other opioids,T40.2,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Methadone,T40.3,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Other synthetic narcotics,T40.4,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Barron County, WI",55005,Other and unspecified narcotics,T40.6,Suppressed,39220,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Opium,T40.0,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Heroin,T40.1,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Other opioids,T40.2,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Methadone,T40.3,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Other synthetic narcotics,T40.4,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Bayfield County, WI",55007,Other and unspecified narcotics,T40.6,Suppressed,13208,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Opium,T40.0,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Heroin,T40.1,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Other opioids,T40.2,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Methadone,T40.3,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Other synthetic narcotics,T40.4,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Brown County, WI",55009,Other and unspecified narcotics,T40.6,Suppressed,205462,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Opium,T40.0,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Heroin,T40.1,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Other opioids,T40.2,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Methadone,T40.3,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Other synthetic narcotics,T40.4,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Buffalo County, WI",55011,Other and unspecified narcotics,T40.6,Suppressed,11679,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Opium,T40.0,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Heroin,T40.1,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Other opioids,T40.2,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Methadone,T40.3,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Other synthetic narcotics,T40.4,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Burnett County, WI",55013,Other and unspecified narcotics,T40.6,Suppressed,13703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Opium,T40.0,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Heroin,T40.1,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Other opioids,T40.2,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Methadone,T40.3,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Other synthetic narcotics,T40.4,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Calumet County, WI",55015,Other and unspecified narcotics,T40.6,Suppressed,39835,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Opium,T40.0,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Heroin,T40.1,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Other opioids,T40.2,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Methadone,T40.3,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Other synthetic narcotics,T40.4,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Chippewa County, WI",55017,Other and unspecified narcotics,T40.6,Suppressed,52333,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Opium,T40.0,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Heroin,T40.1,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Other opioids,T40.2,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Methadone,T40.3,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Other synthetic narcotics,T40.4,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Clark County, WI",55019,Other and unspecified narcotics,T40.6,Suppressed,27784,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Columbia County, WI",55021,Opium,T40.0,Suppressed,47776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2009,2009,"Columbia County, WI",55021,Heroin,T40.1,Suppressed,47776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
